20221108T000754.000Z,72000006,9088U00L,6500,0,26000010,26000020,26000021,26000031,26000072,27000000,28000011,28000014,2GRJ2QCC2,6530,1,26000000,26000002,26000014,26000021,26000030,27000000,28000000,28000011
20221108T000755.000Z,72000323,2YRJ20GLV,0,0,26000004,26000018,26000042,26000045,28000002,28000006,28000008,28000012,28LL0RQRP,30,1,26000000,26000010,26000024,26000045,26000049,28000007,28000011,28000012
20221108T000757.000Z,72000323,CCJ0LGCCG,0,0,26000006,26000011,26000012,26000035,26000042,27000006,28000001,28000008,8CLY2PPCC,30,1,26000018,26000033,26000042,26000060,26000087,28000000,28000006,28000008
20221108T000759.000Z,72000006,Q9YPRQLY,6500,0,26000010,26000031,26000040,26000065,27000000,28000003,28000004,28000011,80CRLYV2,6548,1,26000009,26000035,26000048,26000077,26000087,28000006,28000007,28000012
20221108T000802.000Z,72000006,2RYQG8JV8,6748,1,26000004,26000005,26000018,26000021,26000045,26000074,27000003,28000007,2CVJL2QPQ,6676,0,26000009,26000011,26000037,26000046,26000048,26000049,28000001,28000007
20221108T000807.000Z,72000006,L0GLGV28,6812,1,26000012,26000032,26000040,26000041,26000069,26000087,27000002,28000000,9JGUJCVY,6855,2,26000018,26000027,26000033,26000039,26000060,26000083,28000002,28000008
20221108T000809.000Z,72000323,82GCU0LCG,30,1,26000010,26000011,26000014,26000031,26000032,27000002,28000009,28000011,80UYG9CJQ,0,0,26000011,26000012,26000013,26000015,26000049,26000055,28000000,28000004
20221108T000832.000Z,72000323,99LGRC8L,0,0,26000010,26000014,26000030,26000032,26000065,27000002,28000009,28000011,2CVJCPQCV,30,1,26000003,26000007,26000012,26000069,26000087,28000001,28000010,28000017
20221108T000834.000Z,72000323,Q90VCRP8,30,3,26000007,26000012,26000034,26000049,26000069,27000001,28000001,28000010,2VG92PCRR,0,0,26000002,26000020,26000021,26000030,26000072,27000000,28000011,28000014
20221108T000839.000Z,72000323,UGL8G8Q2,30,3,26000006,26000017,26000018,26000035,28000005,28000006,28000008,28000012,JR90UQJQ0,0,0,26000004,26000036,26000042,26000046,26000050,26000062,28000008,28000009
20221108T000843.000Z,72000006,82QQY2PCP,6551,0,26000012,26000021,26000046,26000049,26000055,26000056,26000064,26000083,2YRJGYP9,6623,3,26000029,26000032,26000037,26000057,26000069,26000080,27000009,28000001
20221108T000851.000Z,72000006,U9V2GCU9,6582,1,26000018,26000043,26000055,26000062,26000087,28000001,28000006,28000011,2CGYQQ0VG,6500,0,26000005,26000006,26000034,26000035,26000037,26000046,26000052,28000001
20221108T000856.000Z,72000323,UVCVQPP2,30,1,26000003,26000012,26000034,26000037,26000042,27000010,28000001,28000007,L28YYCVV,0,0,26000004,26000054,26000062,26000064,26000085,28000008,28000009,28000012
20221108T000904.000Z,72000006,LP9PCVUU9,6702,3,26000024,26000044,26000050,26000061,26000077,26000087,28000000,28000011,98JY2QG0V,6622,0,26000011,26000026,26000030,26000041,27000006,28000003,28000004,28000011
20221108T000904.000Z,72000006,PR0RYCL8,6723,1,26000025,26000037,26000041,26000054,26000055,26000083,26000087,28000009,2YPYG8GP2,6679,0,26000004,26000036,26000046,26000050,26000062,26000072,28000008,28000009
20221108T000912.000Z,72000006,89G9Y9C8V,6500,0,26000011,26000042,26000046,26000047,26000050,26000059,26000064,28000007,2R902VRJC,6532,1,26000015,26000023,26000069,27000009,28000009,28000010,28000012,28000015
20221108T000926.000Z,72000323,PCQPCQCY,0,0,26000011,26000019,26000032,26000058,26000062,27000004,28000000,28000012,9U8CY99J,30,1,26000002,26000024,26000061,26000072,26000084,26000087,28000007,28000011
20221108T000928.000Z,72000323,9C88C29U,0,0,26000022,26000050,26000051,26000056,26000080,28000004,28000006,28000013,8L9YVP90Y,30,2,26000028,26000038,26000044,26000050,26000059,26000087,28000015,28000016
20221108T000932.000Z,72000006,PRGCULY2P,6601,0,26000010,26000020,26000021,26000031,26000072,27000004,28000011,28000014,LGLGYCGL0,6679,1,26000019,26000032,26000037,26000041,26000049,26000055,26000056,28000008
20221108T000951.000Z,72000323,99YJ0YJLV,0,0,26000018,26000033,26000039,26000042,26000060,26000083,28000001,28000002,8QU9Y9RCU,30,1,26000013,26000015,26000074,26000085,27000000,28000006,28000007,28000012
20221108T001001.000Z,72000006,900PV089V,6666,0,26000018,26000024,26000037,26000043,26000055,28000002,28000006,28000008,8GY08LU9,6754,1,26000011,26000037,26000052,26000069,27000009,28000000,28000001,28000010
20221108T001006.000Z,72000007,2VG20VLC,6674,1,26000000,26000010,26000032,26000058,26000062,27000004,28000011,28000012,2UL2VYJJC,6512,0,26000000,26000010,26000023,27000006,27000008,28000003,28000011,28000012
20221108T001020.000Z,72000006,8Q8Q08CC,6500,1,26000004,26000027,26000046,26000051,26000062,26000083,28000008,28000009,82JRQUP8,6530,2,26000000,26000010,26000014,26000021,26000030,27000006,28000000,28000011
20221108T001022.000Z,72000323,GY8Q0JQ,30,1,26000047,26000052,26000057,26000059,26000084,27000012,28000000,28000015,2U20VYPYC,0,0,26000006,26000015,26000030,26000034,26000035,26000039,28000005,28000015
20221108T001025.000Z,72000006,PUUJYVC,6500,0,26000000,26000026,26000030,26000041,27000003,28000003,28000004,28000011,2YYCV0J98,6530,3,26000010,26000011,26000032,26000058,26000062,27000004,28000011,28000012
20221108T001026.000Z,72000323,UGL8G8Q2,0,1,26000006,26000017,26000018,26000035,28000005,28000006,28000008,28000012,C8G28VUG,30,3,26000025,26000026,26000034,26000044,27000012,28000013,28000016,28000018
20221108T001042.000Z,72000066,CPRYL8J0U,5576,0,26000000,26000011,26000017,26000027,26000062,26000069,28000001,28000004,8G29LPUJ,6823,2,26000000,26000030,26000031,26000040,26000056,27000000,28000004,28000011
20221108T001051.000Z,72000006,820G9CRRV,6532,2,26000011,26000026,26000041,26000084,27000003,28000003,28000004,28000011,2P0PGRPC0,6500,1,26000010,26000031,26000040,26000077,26000087,27000007,28000000,28000006
20221108T001052.000Z,72000006,UC9CURJ8,6605,1,26000009,26000035,26000054,26000063,26000074,26000087,28000012,28000015,2JLUU9QVC,6698,2,26000009,26000015,26000048,26000069,27000009,28000007,28000012,28000015
20221108T001058.000Z,72000006,PJC2P000,6665,1,26000047,26000052,26000057,26000059,26000061,28000001,28000006,28000011,2QJRGUP2Y,6701,2,26000063,26000067,26000068,26000077,26000087,28000002,28000006,28000012
